Sentences,Tags
"Coverage for known exploits and associated malware is provided as Exploit-Comele , Roarur.dr , and Roarur.dll in the 5862 DATs , released January 15 .",O O O O O O O O O O O O O O O O O O O O O O O O O
"As in the case of Wannacry , attribution is very difficult and finding links with previously known malware is challenging .",O O O O O B-malware.unknown O O O O O O O O O O O O O O O
Russian athletes were barred from competing in the Olympic Games .,O O O O O O O O O O O
Raphael regularly speaks on security topics and provides red team support to many cyber defense competitions .,O O O O O O O O O O O O O O O O O
"This cluster relates to the threat actor referred to as Deep Panda by CrowdStrike , as was confirmed in a recent blog post .",O O O O O O O O O O O O O O O O O O O O O O O O
Additional analysis into other samples is ongoing and more information will be forthcoming .,O O O O O O O O O O O O O O
https://plus.google.com/116899857642591292745/posts google+ https://github.com/rsmudge( GitHub ) https://www.youtube.com/channel/UCJU2r634VNPeCRug7Y7qdcw ( youtube ) http://www.oldschoolirc.com/ https://twitter.com/rsmudge http://www.hick.org/~raffi/index.html http://www.blackhat.com/html/bh-us-12/speakers/Raphael-Mudge.html http://www.linkedin.com/in/rsmudge Antiy Labs is a professional next-generation security-testing engine R & D enterprise .,B-url.normal O B-url.normal O O B-url.normal O O O B-url.normal B-url.normal B-url.normal B-url.normal B-url.normal O O O O O O O O O O O O O
Avoiding analysis ?,O O O
"When targeting Arab-speaking counties , most targets are in Egypt , Saudi Arabia , The Palestinian authority and United Arab Emirates .",O O O O O O O O O O O O O O O O O O O O O O
5 August 2016 .,O O O O
Update and patch production servers regularly .,O O O O O O O
Here are a few key similarities between the samples : The PE timestamp ' 2011-07-05 08:25:31 ' of the packer is exactly the same as the Bahraini sample .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The malware is able to turn the Android phone into a remote listening bug by opening the Microphone and recording the audio then send it to the C2 .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Some of C & C servers that we have seen from our accumulated data are as follows : • 112.121.182.150 • 113.10.246.46 • 113.10.190.55 • 202.130.112.231 • micoosofts.com • qtds1979 .3322.org • qtds1979.gicp.net server1.micoosofts.com sxl1979.gicp.net webmonder.gicp.net webposter.gicp.net www.yahooip.net www.yahooprotect.com www.yahooprotect.net yacooll.com • yahooip.net • yahooprotect.com,O O O O O O O O O O O O O O O O O O O B-ip.unknown O B-ip.unknown O B-ip.unknown O B-ip.unknown O B-url.cncsvr O B-url.cncsvr I-url.cncsvr O B-url.cncsvr B-url.cncsvr B-url.cncsvr B-url.cncsvr B-url.cncsvr B-url.cncsvr B-url.cncsvr B-url.cncsvr B-url.cncsvr O B-url.cncsvr O B-url.cncsvr
The browser process always performs outgoing connections and the firewall should n't block them .,O O O O O O O O O O O O O O O
This section describes the communications behavior of the malware .,O O O O O O O O O O
"In some cases the attackers customise the list , presumably based on the things they 're expecting to find .",O O O O O O O O O O O O O O O O O O O O
DELETE FROM SAAOWNER.MESG_%s WHERE MESG_S_UMID = ' % s ' ; DELETE FROM SAAOWNER.TEXT_%s WHERE TEXT_S_UMID = ' % s ' ;,O O O O O O O O O O O O O O O O O O O O O O
"The analysed sample contained a decoy picture document in the resource section : In August 2017 , the author of GravityRAT used a new variant of its malware , G3 .",O O O O O O O O O O O O O O O O O O O O B-malware.drop O O O O O O O O O O
"If this initial connection fails it will revert to the secondary backdoor , which utilizes HTTP GET and POST requests somewhat similar to the ones described above to the internal IP address ' 192.168.2.26 ' .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ip.unknown O O
"The Lotus Group appears to have a tendency of using similar and even identical names for their payloads ( seen in their PowerShell payloads , Denis backdoor and fake Flash installers ) .",O O O O O O O O O O O O O O O O O O O O O O O O O B-malware.backdoor O O O O O O O
0 ?,O O
The locations : For root user path : /Library/CoreMediaIO/Plug-Ins/FCP-DAL/iOSScreenCapture.plugin/Contents/Resources/,O O O O O O O O O
"The code itself is obfuscated using Zendix Klass Master ( ZKM ) , a commercially-available Java obfuscator .",O O O O O O O O O O O O O O O O O O
"And when specific malware sets are selectively deployed , that may tell us something about how efforts are divided .",O O O O O O O O O O O O O O O O O O O O
"The parameters sent to the ' ap.php ' script are randomly generated on each hit , so the second stage payload gets encrypted differently each time .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Tracing backwards up the stack , we follow the reference to EAX as the baton is passed from register to register .",O O O O O O O O O O O O O O O O O O O O O O
BRIEF DESCRIPTION ZxShell GetProcAddress implementation FUNCTION NAME ZxGetLibAndProcAddr CopyMemoryFromNewMsvcrt ZxShell memory copy routine ServiceExists ProcessScCommand AnalyseAndLoadPlugins DeleteAndLogPlugin KeyloggerThread GetIpListAndConnect BuildTargetIpListStruct DoHandshake GetLocalPcDescrStr MainConnectionIo ReceiveCommandData ProcessCommand OFFSET 0x12CDA 0x12C4C 0x0A7C7 Get if a service is installed in the system or not 0x0E3EF ZxShell ' SC ' command implementation 0x0127B7 Parse the installed plugin list and load each one of them 0x012597 Delete a corrupted plugin and log the problem ZxShell keylogger implementation 0x0D591 Analyse the IP list inside the ZxShell PE and tries to connect 0x011496 Build remote server Ip list structure Perform initial connection handshake Build a string containing the target workstation data ZxShell main connection I/O routine Receive each byte from the socket until a newline char Main ZxShell command processing routine 0x11419 0xB8E8 0x0B627 0x1126C 0x016DF 0x10C2B,O O B-malware.backdoor O O O O O O B-malware.backdoor O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-malware.backdoor O O O O O O O O O O O O O O O O O O O O O O O O O O B-malware.backdoor O O O O O O O O O B-malware.backdoor O O O O O O O O O O O O O O O O O O O O O O O O B-malware.backdoor O O O O O O O O O O O O O O O B-malware.backdoor O O O O O O O O O
hxxp://servicesprocessing[.]com/naspckn/plugins/wsutils.exe hxxp://servicesprocessing[.]com/naspckn/plugins/shlwapi.exe hxxp://servicesprocessing[.]com/panomasi/plugins/shlwapi.exe : md5 eeaf96b1988c7016780c0d91ce2451c8,B-url.unknown B-url.unknown B-url.unknown O O B-hash
"The malware then collects system information like the c omputer name , operating system caption , IP address of the infected system , product version of the executable file and sends it to the C2 server along with the generated user name and password using a POST request to postdata.php .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Our colleagues at ESET have published their own excellent analysis suggesting a possible link between ExPetr/Petya and TeleBots ( BlackEnergy ) .,O O O O O O O O O O O O O O O O O O O O O O
Key : Value name : AdobePlayer Value data : regsvr32 /s ' C : \Documents and Settings\ [ USER_NAME ] \Application Data\adobe\adobe.dat ' HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run,O O O O O O O O O O O O O O O O O O O O O O O O
The zip file extracts to a Windows Shortcut file with the same name and a .lnk extension .,O O O O O O O O O O O O O O O O O O
"The malware has several modules , some of which are : Taking a screenshot of the infected machine and sending it to the C & C server .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The title of the email field is ' FPAP Email ' , ' FPAP ' could stand for ' Family Planning Association of Pakistan . '",O O O O O O O O O O O O O O O O O O O O O O O O O O
Value,O
"It 's common to observe attacks pulled off successfully without any particular sophistication in place , including the incidents described in this post .",O O O O O O O O O O O O O O O O O O O O O O O O
"To achieve that , the SWIFT messages the malware locates are read , parsed , and converted into PRT files that describe the text in Printer Command Language ( PCL ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"In the realm of quantum mechanics , entanglement is a peculiar phenomenon in which a .",O O O O O O O O O O O O O O O O
Description,O
"These targets include foreign affairs government organizations both localized and abroad , and defense organizations ' presence localized , located in Europe and also located in Afghanistan .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"As we can see , the attack surface covered by the hacker group is incredibly wide : there are two different C2Cs in Europe and another one in China to mislead the analysis and this create confusion during the reconstruction of the complete cyber-attack .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The profile has also been disabled in the months after we published the first report .,O O O O O O O O O O O O O O O O
Module Purpose,O O
"Due to patches and other protective mechanism , N-day exploits will frequently cause a prompt , warning , popup or flat out will not work .",O O O O O O O O B-malware.unknown O O O O O O O O O O O O O O O O O
"On the right side of the diagram are files used in two other campaigns using the ArcomRAT 8 and DarkComet 6,7 , The fact that they share the same command-and-control infrastructure as the UnrecomRat campaign make this central node all the more interesting .",O O O O O O O O O O O O O O O O B-malware.backdoor O O B-malware.backdoor O O O O O O O O O O O O O B-malware.backdoor O O O O O O O O O O
"When the victim executes the Windows shortcut , they are directed to one of several malicious links depending on the zipfile that they were sent .",O O O O O O O O O O O O O O O O O O O O O O O O O O
15nXl9eZ15PXlCAg157XmdeV15fXk9eq,O
By using and f urther navigating this website you accept that some of your browsing activity can be recorded in cookies .,O O O O O O O O O O O O O O O O O O O O O O
This is a simple way to track the activity of these actors by using both passive DNS data and configuration information extracted from XtremeRAT .,O O O O O O O O O O O O O O O O O O O O O O O B-malware.backdoor O
"The remainder of the code , other than the borrowed MBR , was implemented by the authors themselves .",O O O O O O O O O O O O O O O O O O O
A5DE87646EE943CD1F448A67FDBE2817 hint.zapto.org,B-hash B-url.cncsvr
AppManifest.xaml Shell_siver.dll System.Xml.Linq.dll,O O O
"Secondly we conduct a comparative study of Dark Seoul by looking at prior cyber attacks , namely Stuxnet , 10 Days of Rain , and the SK Communications breach .",O O O O O O O O O O O O O O O O O B-malware.backdoor O O O O O O O O O O O O
"Word document , contained in SFX RAR file 15FC009D9CAAA8F11D6C3DA2B69EA06E",O O O O O O O O B-hash
"After checking to make sure neither the source nor key strings are empty , the function gets down to business .",O O O O O O O O O O O O O O O O O O O O O
Injected,O
"It is easy to expect deliberate changes within this group in 2018 , with even more .Net , Delphi , and powershell ports of various tools appearing at Sofacy targets throughout the year .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The code of mrxcls and jmidebs drivers is largely similar .,O O O O O O O O O O O
McAfee Product Coverage *,O O O O
"GNU HTTPTunnel : An open-source tool that can create a bidirectional HTTP tunnel on Linux computers , potentially allowing communication beyond a restrictive .",O O O O O O O O O O O O O O O O O O O O O O O O
"This write-up provides initial disclosure of a portion of the malware and infrastructure used by the Ghost Dragon group and covers the new security mechanisms in detail , as well as revealing how researchers were able to communicate with the custom implant by rebuilding and compiling a customized Gh0st RAT controller .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-malware.backdoor I-malware.backdoor O O
Figure 27 .,O O O
"The information contained in this document has been prepared as a matter of interest and for information purposes only , and does not constitute professional advice .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
